Sample,Pathlength,Temperature,Absorbance
8,1.0,73.3,0.4163
8,1.0,73.8,0.4167
8,1.0,74.4,0.4173
8,1.0,74.7,0.4176
8,1.0,75.3,0.4181
8,1.0,75.7,0.4183
8,1.0,76.2,0.4188
8,1.0,76.9,0.4191
8,1.0,77.2,0.4193
8,1.0,77.8,0.4199
8,1.0,78.2,0.4202
8,1.0,78.7,0.4207
8,1.0,79.2,0.421
8,1.0,79.7,0.4215
8,1.0,80.3,0.4218
8,1.0,80.7,0.4224
8,1.0,81.2,0.4225
8,1.0,81.7,0.4231
8,1.0,82.2,0.4239
8,1.0,82.8,0.4238
8,1.0,83.2,0.4242
8,1.0,83.8,0.4246
8,1.0,84.2,0.4248
8,1.0,84.7,0.4254
8,1.0,85.1,0.4259
8,1.0,85.9,0.426
8,1.0,86.1,0.4266
8,1.0,86.7,0.427
8,1.0,87.2,0.4275
8,1.0,87.6,0.428
8,1.0,88.2,0.4281
8,1.0,88.5,0.4288
8,1.0,89.1,0.4294
3,0.1,11.5,0.4961
3,0.1,11.6,0.4965
3,0.1,12.0,0.4966
3,0.1,12.4,0.497
3,0.1,12.8,0.4972
3,0.1,13.3,0.4973
3,0.1,13.7,0.4977
3,0.1,14.1,0.498
3,0.1,14.5,0.498
3,0.1,14.4,0.4986
3,0.1,15.1,0.499
3,0.1,15.5,0.4991
3,0.1,16.0,0.4996
3,0.1,16.5,0.4998
3,0.1,17.0,0.5002
3,0.1,17.4,0.5002
3,0.1,17.9,0.5005
3,0.1,18.4,0.5007
3,0.1,18.9,0.501
3,0.1,19.4,0.5012
3,0.1,19.9,0.5016
3,0.1,20.4,0.5017
3,0.1,20.9,0.502
3,0.1,21.3,0.5022
3,0.1,21.8,0.5026
3,0.1,22.3,0.5027
3,0.1,22.9,0.5031
3,0.1,23.4,0.5035
3,0.1,23.9,0.5036
3,0.1,24.4,0.504
3,0.1,24.9,0.5042
3,0.1,25.2,0.5045
3,0.1,25.8,0.505
3,0.1,26.3,0.5052
3,0.1,26.7,0.5056
3,0.1,27.2,0.5061
3,0.1,27.7,0.5065
3,0.1,28.2,0.5069
3,0.1,28.7,0.5074
3,0.1,29.2,0.5078
3,0.1,29.6,0.5082
3,0.1,30.2,0.5088
3,0.1,30.7,0.5093
3,0.1,31.2,0.51
3,0.1,31.7,0.5106
3,0.1,32.2,0.511
3,0.1,32.6,0.5117
3,0.1,33.1,0.5125
3,0.1,33.6,0.5134
3,0.1,34.1,0.5141
3,0.1,34.6,0.5148
3,0.1,35.1,0.5159
3,0.1,35.6,0.5169
3,0.1,36.1,0.5181
3,0.1,36.6,0.519
3,0.1,37.1,0.52
3,0.1,37.5,0.521
3,0.1,38.0,0.5224
3,0.1,38.5,0.524
3,0.1,39.0,0.5254
3,0.1,39.5,0.5268
3,0.1,40.0,0.5286
3,0.1,40.5,0.5306
3,0.1,41.0,0.5324
3,0.1,41.5,0.5345
3,0.1,42.0,0.5366
3,0.1,42.4,0.5388
3,0.1,42.9,0.5412
3,0.1,43.5,0.544
3,0.1,44.0,0.5468
3,0.1,44.5,0.5496
3,0.1,44.9,0.5522
3,0.1,45.5,0.5555
3,0.1,46.0,0.5589
3,0.1,46.5,0.5625
3,0.1,47.0,0.5657
3,0.1,47.5,0.569
3,0.1,47.9,0.573
3,0.1,48.4,0.5764
3,0.1,49.0,0.5808
3,0.1,49.5,0.5844
3,0.1,49.9,0.5884
3,0.1,50.5,0.5924
3,0.1,51.0,0.5967
3,0.1,51.4,0.6005
3,0.1,52.0,0.6046
3,0.1,52.4,0.6079
3,0.1,53.0,0.6115
3,0.1,53.4,0.6155
3,0.1,54.0,0.6188
3,0.1,54.4,0.622
3,0.1,54.9,0.6246
3,0.1,55.4,0.6275
3,0.1,55.9,0.6301
3,0.1,56.4,0.6327
3,0.1,56.9,0.6351
3,0.1,57.4,0.6371
3,0.1,57.9,0.639
3,0.1,58.4,0.6409
3,0.1,58.9,0.6426
3,0.1,59.4,0.6444
3,0.1,59.9,0.6458
3,0.1,60.4,0.6468
3,0.1,60.9,0.6482
3,0.1,61.4,0.6496
3,0.1,61.9,0.6507
3,0.1,62.4,0.6516
3,0.1,62.8,0.6528
3,0.1,63.4,0.6542
3,0.1,63.9,0.6551
3,0.1,64.3,0.656
3,0.1,64.9,0.6569
3,0.1,65.4,0.6578
3,0.1,65.9,0.6587
3,0.1,66.3,0.6596
3,0.1,66.8,0.6605
3,0.1,67.3,0.6614
3,0.1,67.9,0.662
3,0.1,68.3,0.6632
3,0.1,68.8,0.6638
3,0.1,69.3,0.6645
3,0.1,69.9,0.6656
3,0.1,70.3,0.6664
3,0.1,70.8,0.6673
3,0.1,71.3,0.6682
3,0.1,71.8,0.6689
3,0.1,72.3,0.6699
3,0.1,72.8,0.6708
3,0.1,73.3,0.6715
3,0.1,73.8,0.6724
3,0.1,74.4,0.6732
3,0.1,74.8,0.6739
3,0.1,75.2,0.6749
3,0.1,75.7,0.6758
3,0.1,76.2,0.6767
3,0.1,76.8,0.6777
3,0.1,77.2,0.6788
3,0.1,77.7,0.6794
3,0.1,78.2,0.6805
3,0.1,78.7,0.6813
3,0.1,79.2,0.6826
3,0.1,79.7,0.6836
3,0.1,80.2,0.6841
3,0.1,80.7,0.6855
3,0.1,81.3,0.6866
3,0.1,81.7,0.6878
3,0.1,82.1,0.6889
3,0.1,82.6,0.6901
3,0.1,83.2,0.6909
3,0.1,83.6,0.692
3,0.1,84.2,0.6934
3,0.1,84.6,0.6944
3,0.1,85.1,0.6955
3,0.1,85.7,0.6971
3,0.1,86.2,0.6985
3,0.1,86.7,0.6993
3,0.1,87.2,0.7009
3,0.1,87.6,0.7019
3,0.1,88.2,0.7035
3,0.1,88.6,0.7045
3,0.1,89.1,0.7059
6,0.5,11.5,0.4671
6,0.5,11.6,0.4672
6,0.5,12.0,0.4675
6,0.5,12.4,0.4679
6,0.5,12.8,0.4678
6,0.5,13.3,0.4678
6,0.5,13.7,0.4678
6,0.5,14.1,0.4679
6,0.5,14.5,0.4682
6,0.5,14.4,0.4683
6,0.5,15.1,0.4685
6,0.5,15.5,0.4687
6,0.5,16.0,0.4691
6,0.5,16.5,0.4692
6,0.5,17.0,0.4694
6,0.5,17.4,0.4694
6,0.5,17.9,0.4697
6,0.5,18.4,0.4699
6,0.5,18.9,0.4701
6,0.5,19.4,0.4703
6,0.5,19.9,0.4705
6,0.5,20.4,0.4708
6,0.5,20.9,0.471
6,0.5,21.3,0.4713
6,0.5,21.8,0.4714
6,0.5,22.3,0.4718
6,0.5,22.9,0.4721
6,0.5,23.4,0.4726
6,0.5,23.9,0.4727
6,0.5,24.4,0.4731
6,0.5,24.9,0.4737
6,0.5,25.2,0.4739
6,0.5,25.8,0.4742
6,0.5,26.3,0.4747
6,0.5,26.7,0.4752
6,0.5,27.2,0.4757
6,0.5,27.7,0.4764
6,0.5,28.2,0.4771
6,0.5,28.7,0.4774
6,0.5,29.2,0.4783
6,0.5,29.6,0.479
6,0.5,30.2,0.4797
6,0.5,30.7,0.4807
6,0.5,31.2,0.4815
6,0.5,31.7,0.4825
6,0.5,32.2,0.4833
6,0.5,32.6,0.4845
6,0.5,33.1,0.4856
6,0.5,33.6,0.4869
6,0.5,34.1,0.4883
6,0.5,34.6,0.4895
6,0.5,35.1,0.4909
6,0.5,35.6,0.4925
6,0.5,36.1,0.4944
6,0.5,36.6,0.4959
6,0.5,37.1,0.4977
6,0.5,37.5,0.4993
6,0.5,38.0,0.5016
6,0.5,38.5,0.504
6,0.5,39.0,0.5061
6,0.5,39.5,0.5087
6,0.5,40.0,0.5111
6,0.5,40.5,0.5139
6,0.5,41.0,0.5165
6,0.5,41.5,0.5198
6,0.5,42.0,0.5224
6,0.5,42.4,0.5257
6,0.5,42.9,0.529
6,0.5,43.5,0.5325
6,0.5,44.0,0.5358
6,0.5,44.5,0.5393
6,0.5,44.9,0.5427
6,0.5,45.5,0.5462
6,0.5,46.0,0.55
6,0.5,46.5,0.5535
6,0.5,47.0,0.5566
6,0.5,47.5,0.5598
6,0.5,47.9,0.5632
6,0.5,48.4,0.566
6,0.5,49.0,0.5686
6,0.5,49.5,0.5704
6,0.5,49.9,0.5732
6,0.5,50.5,0.5754
6,0.5,51.0,0.5779
6,0.5,51.4,0.5803
6,0.5,52.0,0.5824
6,0.5,52.4,0.5841
6,0.5,53.0,0.5861
6,0.5,53.4,0.5876
6,0.5,54.0,0.5893
6,0.5,54.4,0.5907
6,0.5,54.9,0.5917
6,0.5,55.4,0.5931
6,0.5,55.9,0.5945
6,0.5,56.4,0.5956
6,0.5,56.9,0.5964
6,0.5,57.4,0.5977
6,0.5,57.9,0.5984
6,0.5,58.4,0.5995
6,0.5,58.9,0.6003
6,0.5,59.4,0.6011
6,0.5,59.9,0.6017
6,0.5,60.4,0.6025
6,0.5,60.9,0.6032
6,0.5,61.4,0.604
6,0.5,61.9,0.6048
6,0.5,62.4,0.6052
6,0.5,62.8,0.606
6,0.5,63.4,0.6067
6,0.5,63.9,0.6073
6,0.5,64.3,0.6078
6,0.5,64.9,0.6088
6,0.5,65.4,0.6089
6,0.5,65.9,0.6099
6,0.5,66.3,0.6102
6,0.5,66.8,0.6108
6,0.5,67.3,0.6115
6,0.5,67.9,0.6125
6,0.5,68.3,0.6125
6,0.5,68.8,0.6136
6,0.5,69.3,0.6142
6,0.5,69.9,0.6151
6,0.5,70.3,0.6152
6,0.5,70.8,0.6159
6,0.5,71.3,0.6165
6,0.5,71.8,0.617
6,0.5,72.3,0.6177
6,0.5,72.8,0.6185
6,0.5,73.3,0.619
6,0.5,73.8,0.6196
6,0.5,74.4,0.6201
6,0.5,74.8,0.6208
6,0.5,75.2,0.6215
6,0.5,75.7,0.6221
6,0.5,76.2,0.6228
6,0.5,76.8,0.6233
6,0.5,77.2,0.6238
6,0.5,77.7,0.6244
6,0.5,78.2,0.6251
6,0.5,78.7,0.6256
6,0.5,79.2,0.6266
6,0.5,79.7,0.6271
6,0.5,80.2,0.6278
6,0.5,80.7,0.6283
6,0.5,81.3,0.629
6,0.5,81.7,0.6295
6,0.5,82.1,0.6305
6,0.5,82.6,0.6308
6,0.5,83.2,0.6317
6,0.5,83.6,0.6322
6,0.5,84.2,0.633
6,0.5,84.6,0.6335
6,0.5,85.1,0.6345
6,0.5,85.7,0.6351
6,0.5,86.2,0.6357
6,0.5,86.7,0.6364
6,0.5,87.2,0.6373
6,0.5,87.6,0.638
6,0.5,88.2,0.6383
6,0.5,88.6,0.6387
6,0.5,89.1,0.6375
9,1.0,11.5,0.1289
9,1.0,11.6,0.129
9,1.0,12.0,0.129
9,1.0,12.4,0.129
9,1.0,12.8,0.1289
9,1.0,13.3,0.1291
9,1.0,13.7,0.1292
9,1.0,14.1,0.1291
9,1.0,14.5,0.1291
9,1.0,14.4,0.129
9,1.0,15.1,0.1292
9,1.0,15.5,0.1292
9,1.0,16.0,0.1293
9,1.0,16.5,0.1294
9,1.0,17.0,0.1294
9,1.0,17.4,0.1297
9,1.0,17.9,0.1296
9,1.0,18.4,0.1298
9,1.0,18.9,0.1299
9,1.0,19.4,0.13
9,1.0,19.9,0.1302
9,1.0,20.4,0.1303
9,1.0,20.9,0.1305
9,1.0,21.3,0.1306
9,1.0,21.8,0.1308
9,1.0,22.3,0.1309
9,1.0,22.9,0.131
9,1.0,23.4,0.1313
9,1.0,23.9,0.1314
9,1.0,24.4,0.1317
9,1.0,24.9,0.132
9,1.0,25.2,0.1322
9,1.0,25.8,0.1324
9,1.0,26.3,0.1328
9,1.0,26.7,0.133
9,1.0,27.2,0.1335
9,1.0,27.7,0.1338
9,1.0,28.2,0.1342
9,1.0,28.7,0.1346
9,1.0,29.2,0.1351
9,1.0,29.6,0.1355
9,1.0,30.2,0.1359
9,1.0,30.7,0.1365
9,1.0,31.2,0.137
9,1.0,31.7,0.1377
9,1.0,32.2,0.1381
9,1.0,32.6,0.1388
9,1.0,33.1,0.1395
9,1.0,33.6,0.1402
9,1.0,34.1,0.1409
9,1.0,34.6,0.1416
9,1.0,35.1,0.1424
9,1.0,35.6,0.1432
9,1.0,36.1,0.1442
9,1.0,36.6,0.1451
9,1.0,37.1,0.1459
9,1.0,37.5,0.1468
9,1.0,38.0,0.1478
9,1.0,38.5,0.1488
9,1.0,39.0,0.1499
9,1.0,39.5,0.1508
9,1.0,40.0,0.152
9,1.0,40.5,0.1531
9,1.0,41.0,0.154
9,1.0,41.5,0.1552
9,1.0,42.0,0.1562
9,1.0,42.4,0.1572
9,1.0,42.9,0.1581
9,1.0,43.5,0.1592
9,1.0,44.0,0.1601
9,1.0,44.5,0.161
9,1.0,44.9,0.1618
9,1.0,45.5,0.1626
9,1.0,46.0,0.1634
9,1.0,46.5,0.1641
9,1.0,47.0,0.1648
9,1.0,47.5,0.1653
9,1.0,47.9,0.1661
9,1.0,48.4,0.1666
9,1.0,49.0,0.1671
9,1.0,49.5,0.1675
9,1.0,49.9,0.1681
9,1.0,50.5,0.1685
9,1.0,51.0,0.169
9,1.0,51.4,0.1693
9,1.0,52.0,0.1697
9,1.0,52.4,0.1701
9,1.0,53.0,0.1705
9,1.0,53.4,0.1708
9,1.0,54.0,0.1712
9,1.0,54.4,0.1716
9,1.0,54.9,0.1719
9,1.0,55.4,0.1722
9,1.0,55.9,0.1725
9,1.0,56.4,0.1727
9,1.0,56.9,0.1731
9,1.0,57.4,0.1734
9,1.0,57.9,0.1737
9,1.0,58.4,0.174
9,1.0,58.9,0.1743
9,1.0,59.4,0.1745
9,1.0,59.9,0.1747
9,1.0,60.4,0.1752
9,1.0,60.9,0.1755
9,1.0,61.4,0.1757
9,1.0,61.9,0.176
9,1.0,62.4,0.1762
9,1.0,62.8,0.1766
9,1.0,63.4,0.1768
9,1.0,63.9,0.1772
9,1.0,64.3,0.1774
9,1.0,64.9,0.1777
9,1.0,65.4,0.178
9,1.0,65.9,0.1782
9,1.0,66.3,0.1785
9,1.0,66.8,0.1788
9,1.0,67.3,0.1791
9,1.0,67.9,0.1794
9,1.0,68.3,0.1796
9,1.0,68.8,0.1798
9,1.0,69.3,0.18
9,1.0,69.9,0.1803
9,1.0,70.3,0.1806
9,1.0,70.8,0.1808
9,1.0,71.3,0.1812
9,1.0,71.8,0.1815
9,1.0,72.3,0.1817
9,1.0,72.8,0.182
9,1.0,73.3,0.1824
9,1.0,73.8,0.1827
9,1.0,74.4,0.1829
9,1.0,74.8,0.1832
9,1.0,75.2,0.1833
9,1.0,75.7,0.1835
9,1.0,76.2,0.1836
9,1.0,76.8,0.1839
9,1.0,77.2,0.1841
9,1.0,77.7,0.1844
9,1.0,78.2,0.1847
9,1.0,78.7,0.1849
9,1.0,79.2,0.1853
9,1.0,79.7,0.1856
9,1.0,80.2,0.1858
9,1.0,80.7,0.1862
9,1.0,81.3,0.1866
9,1.0,81.7,0.1868
9,1.0,82.1,0.1872
9,1.0,82.6,0.1873
9,1.0,83.2,0.1878
9,1.0,83.6,0.188
9,1.0,84.2,0.1883
9,1.0,84.6,0.1887
9,1.0,85.1,0.1889
9,1.0,85.7,0.1889
9,1.0,86.2,0.1892
9,1.0,86.7,0.1897
9,1.0,87.2,0.19
9,1.0,87.6,0.1901
9,1.0,88.2,0.1906
9,1.0,88.6,0.191
9,1.0,89.1,0.1911
